TrackID,Timestamp,Vehicle,Speed (km/h),License Plate,Location
1,2025-10-20 22:30:19,Car,26.07,UNKNOWN,Highway A
6,2025-10-20 22:30:19,Car,35.43,UNKNOWN,Highway A
18,2025-10-20 22:30:19,Car,16.2,UNKNOWN,Highway A
20,2025-10-20 22:30:20,Car,21.79,UNKNOWN,Highway A
1,2025-10-20 22:30:21,Car,24.42,UNKNOWN,Highway A
6,2025-10-20 22:30:21,Car,35.76,UNKNOWN,Highway A
18,2025-10-20 22:30:21,Car,16.33,UNKNOWN,Highway A
20,2025-10-20 22:30:21,Car,20.68,UNKNOWN,Highway A
66,2025-10-20 22:30:22,Car,93.54,UNKNOWN,Highway A
1,2025-10-20 22:30:23,Car,23.4,UNKNOWN,Highway A
6,2025-10-20 22:30:23,Car,39.97,UNKNOWN,Highway A
18,2025-10-20 22:30:23,Car,17.52,UNKNOWN,Highway A
20,2025-10-20 22:30:24,Car,22.2,UNKNOWN,Highway A
66,2025-10-20 22:30:24,Car,115.2,UNKNOWN,Highway A
1,2025-10-20 22:30:25,Car,24.37,UNKNOWN,Highway A
6,2025-10-20 22:30:25,Car,42.25,UNKNOWN,Highway A
18,2025-10-20 22:30:26,Car,17.23,UNKNOWN,Highway A
20,2025-10-20 22:30:26,Car,22.61,UNKNOWN,Highway A
66,2025-10-20 22:30:26,Car,132.65,UNKNOWN,Highway A
1,2025-10-20 22:30:27,Car,25.31,UNKNOWN,Highway A
6,2025-10-20 22:30:27,Car,44.19,UNKNOWN,Highway A
18,2025-10-20 22:30:27,Car,15.74,UNKNOWN,Highway A
20,2025-10-20 22:30:28,Car,22.96,UNKNOWN,Highway A
66,2025-10-20 22:30:28,Car,143.51,UNKNOWN,Highway A
1,2025-10-20 22:30:29,Car,23.62,UNKNOWN,Highway A
6,2025-10-20 22:30:30,Car,42.25,UNKNOWN,Highway A
18,2025-10-20 22:30:30,Car,14.08,UNKNOWN,Highway A
20,2025-10-20 22:30:30,Car,20.63,UNKNOWN,Highway A
66,2025-10-20 22:30:30,Car,135.93,UNKNOWN,Highway A
1,2025-10-20 22:30:31,Car,24.11,UNKNOWN,Highway A
6,2025-10-20 22:30:31,Car,41.92,UNKNOWN,Highway A
18,2025-10-20 22:30:32,Car,13.63,UNKNOWN,Highway A
20,2025-10-20 22:30:32,Car,19.51,UNKNOWN,Highway A
66,2025-10-20 22:30:32,Car,134.48,UNKNOWN,Highway A
1,2025-10-20 22:30:33,Car,24.78,UNKNOWN,Highway A
6,2025-10-20 22:30:33,Car,43.1,UNKNOWN,Highway A
18,2025-10-20 22:30:34,Car,13.34,UNKNOWN,Highway A
20,2025-10-20 22:30:34,Car,18.34,UNKNOWN,Highway A
66,2025-10-20 22:30:34,Car,140.65,UNKNOWN,Highway A
1,2025-10-20 22:30:35,Car,27.88,UNKNOWN,Highway A
6,2025-10-20 22:30:35,Car,48.07,UNKNOWN,Highway A
18,2025-10-20 22:30:35,Car,14.54,UNKNOWN,Highway A
20,2025-10-20 22:30:36,Car,19.11,UNKNOWN,Highway A
66,2025-10-20 22:30:36,Car,154.78,UNKNOWN,Highway A
1,2025-10-20 22:30:37,Car,29.38,UNKNOWN,Highway A
6,2025-10-20 22:30:37,Car,50.77,UNKNOWN,Highway A
18,2025-10-20 22:30:37,Car,14.54,UNKNOWN,Highway A
20,2025-10-20 22:30:37,Car,19.87,UNKNOWN,Highway A
66,2025-10-20 22:30:38,Car,157.33,UNKNOWN,Highway A
1,2025-10-20 22:30:39,Car,31.25,UNKNOWN,Highway A
6,2025-10-20 22:30:39,Car,53.9,UNKNOWN,Highway A
18,2025-10-20 22:30:39,Car,14.54,UNKNOWN,Highway A
20,2025-10-20 22:30:39,Car,19.87,UNKNOWN,Highway A
66,2025-10-20 22:30:40,Car,152.77,UNKNOWN,Highway A
1,2025-10-20 22:30:40,Car,30.95,UNKNOWN,Highway A
6,2025-10-20 22:30:41,Car,51.2,UNKNOWN,Highway A
18,2025-10-20 22:30:41,Car,13.06,UNKNOWN,Highway A
20,2025-10-20 22:30:41,Car,17.19,UNKNOWN,Highway A
66,2025-10-20 22:30:41,Car,135.31,UNKNOWN,Highway A
1,2025-10-20 22:30:42,Car,27.97,UNKNOWN,Highway A
6,2025-10-20 22:30:43,Car,51.53,UNKNOWN,Highway A
18,2025-10-20 22:30:43,Car,12.43,UNKNOWN,Highway A
20,2025-10-20 22:30:43,Car,16.42,UNKNOWN,Highway A
66,2025-10-20 22:30:43,Car,121.18,UNKNOWN,Highway A
1,2025-10-20 22:30:44,Car,28.64,UNKNOWN,Highway A
6,2025-10-20 22:30:44,Car,53.47,UNKNOWN,Highway A
18,2025-10-20 22:30:44,Car,12.88,UNKNOWN,Highway A
20,2025-10-20 22:30:45,Car,15.66,UNKNOWN,Highway A
66,2025-10-20 22:30:45,Car,110.83,UNKNOWN,Highway A
1,2025-10-20 22:30:46,Car,31.93,UNKNOWN,Highway A
6,2025-10-20 22:30:46,Car,60.05,UNKNOWN,Highway A
18,2025-10-20 22:30:46,Car,13.63,UNKNOWN,Highway A
20,2025-10-20 22:30:46,Car,17.19,UNKNOWN,Highway A
66,2025-10-20 22:30:46,Car,114.22,UNKNOWN,Highway A
6,2025-10-20 22:30:47,Car,63.84,UNKNOWN,Highway A
18,2025-10-20 22:30:47,Car,13.34,UNKNOWN,Highway A
20,2025-10-20 22:30:48,Car,17.56,UNKNOWN,Highway A
66,2025-10-20 22:30:48,Car,114.2,UNKNOWN,Highway A
6,2025-10-20 22:30:49,Car,68.06,UNKNOWN,Highway A
18,2025-10-20 22:30:49,Car,13.06,UNKNOWN,Highway A
20,2025-10-20 22:30:49,Car,17.56,UNKNOWN,Highway A
66,2025-10-20 22:30:49,Car,107.72,UNKNOWN,Highway A
6,2025-10-20 22:30:50,Car,64.6,UNKNOWN,Highway A
18,2025-10-20 22:30:50,Car,12.13,UNKNOWN,Highway A
20,2025-10-20 22:30:51,Car,16.04,UNKNOWN,Highway A
66,2025-10-20 22:30:51,Car,93.61,UNKNOWN,Highway A
6,2025-10-20 22:30:52,Car,64.6,UNKNOWN,Highway A
18,2025-10-20 22:30:52,Car,11.39,UNKNOWN,Highway A
20,2025-10-20 22:30:52,Car,14.9,UNKNOWN,Highway A
66,2025-10-20 22:30:52,Car,85.19,UNKNOWN,Highway A
6,2025-10-20 22:30:53,Car,66.46,UNKNOWN,Highway A
18,2025-10-20 22:30:53,Car,10.19,UNKNOWN,Highway A
20,2025-10-20 22:30:54,Car,14.53,UNKNOWN,Highway A
66,2025-10-20 22:30:54,Car,78.32,UNKNOWN,Highway A
6,2025-10-20 22:30:55,Car,74.31,UNKNOWN,Highway A
18,2025-10-20 22:30:55,Car,11.24,UNKNOWN,Highway A
20,2025-10-20 22:30:55,Car,16.06,UNKNOWN,Highway A
66,2025-10-20 22:30:55,Car,82.17,UNKNOWN,Highway A
6,2025-10-20 22:30:56,Car,79.81,UNKNOWN,Highway A
18,2025-10-20 22:30:56,Car,11.39,UNKNOWN,Highway A
20,2025-10-20 22:30:56,Car,16.06,UNKNOWN,Highway A
66,2025-10-20 22:30:56,Car,80.98,UNKNOWN,Highway A
6,2025-10-20 22:30:58,Car,85.11,UNKNOWN,Highway A
18,2025-10-20 22:30:58,Car,10.93,UNKNOWN,Highway A
20,2025-10-20 22:30:58,Car,16.04,UNKNOWN,Highway A
66,2025-10-20 22:30:58,Car,77.54,UNKNOWN,Highway A
6,2025-10-20 22:30:59,Car,81.22,UNKNOWN,Highway A
20,2025-10-20 22:30:59,Car,14.51,UNKNOWN,Highway A
66,2025-10-20 22:30:59,Car,69.51,UNKNOWN,Highway A
6,2025-10-20 22:31:00,Car,82.74,UNKNOWN,Highway A
18,2025-10-20 22:31:00,Car,10.19,UNKNOWN,Highway A
20,2025-10-20 22:31:01,Car,13.37,UNKNOWN,Highway A
66,2025-10-20 22:31:01,Car,62.63,UNKNOWN,Highway A
6,2025-10-20 22:31:02,Car,85.87,UNKNOWN,Highway A
20,2025-10-20 22:31:02,Car,13.07,UNKNOWN,Highway A
66,2025-10-20 22:31:02,Car,59.19,UNKNOWN,Highway A
6,2025-10-20 22:31:03,Car,97.42,UNKNOWN,Highway A
20,2025-10-20 22:31:03,Car,14.53,UNKNOWN,Highway A
66,2025-10-20 22:31:03,Car,63.78,UNKNOWN,Highway A
6,2025-10-20 22:31:04,Car,106.71,UNKNOWN,Highway A
18,2025-10-20 22:31:04,Car,10.48,UNKNOWN,Highway A
20,2025-10-20 22:31:05,Car,14.13,UNKNOWN,Highway A
66,2025-10-20 22:31:05,Car,63.01,UNKNOWN,Highway A
6,2025-10-20 22:31:06,Car,114.48,UNKNOWN,Highway A
18,2025-10-20 22:31:06,Car,10.48,UNKNOWN,Highway A
20,2025-10-20 22:31:06,Car,14.13,UNKNOWN,Highway A
66,2025-10-20 22:31:06,Car,61.1,UNKNOWN,Highway A
6,2025-10-20 22:31:07,Car,110.92,UNKNOWN,Highway A
20,2025-10-20 22:31:08,Car,12.98,UNKNOWN,Highway A
66,2025-10-20 22:31:08,Car,54.22,UNKNOWN,Highway A
6,2025-10-20 22:31:09,Car,110.22,UNKNOWN,Highway A
20,2025-10-20 22:31:09,Car,12.61,UNKNOWN,Highway A
66,2025-10-20 22:31:09,Car,50.02,UNKNOWN,Highway A
6,2025-10-20 22:31:10,Car,108.66,UNKNOWN,Highway A
20,2025-10-20 22:31:10,Car,11.84,UNKNOWN,Highway A
66,2025-10-20 22:31:11,Car,47.35,UNKNOWN,Highway A
6,2025-10-20 22:31:12,Car,116.1,UNKNOWN,Highway A
13,2025-10-20 22:31:12,Car,10.39,UNKNOWN,Highway A
20,2025-10-20 22:31:12,Car,12.65,UNKNOWN,Highway A
66,2025-10-20 22:31:12,Car,49.26,UNKNOWN,Highway A
6,2025-10-20 22:31:13,Car,122.23,UNKNOWN,Highway A
13,2025-10-20 22:31:13,Car,10.93,UNKNOWN,Highway A
20,2025-10-20 22:31:13,Car,13.83,UNKNOWN,Highway A
66,2025-10-20 22:31:14,Car,47.37,UNKNOWN,Highway A
6,2025-10-20 22:31:15,Car,125.7,UNKNOWN,Highway A
13,2025-10-20 22:31:15,Car,11.24,UNKNOWN,Highway A
20,2025-10-20 22:31:15,Car,13.37,UNKNOWN,Highway A
66,2025-10-20 22:31:15,Car,47.74,UNKNOWN,Highway A
6,2025-10-20 22:31:16,Car,116.98,UNKNOWN,Highway A
13,2025-10-20 22:31:16,Car,10.93,UNKNOWN,Highway A
20,2025-10-20 22:31:16,Car,12.24,UNKNOWN,Highway A
66,2025-10-20 22:31:16,Car,42.01,UNKNOWN,Highway A
71,2025-10-20 22:31:17,Car,75.7,UNKNOWN,Highway A
6,2025-10-20 22:31:18,Car,114.45,UNKNOWN,Highway A
13,2025-10-20 22:31:18,Car,10.19,UNKNOWN,Highway A
20,2025-10-20 22:31:18,Car,11.89,UNKNOWN,Highway A
66,2025-10-20 22:31:18,Car,40.87,UNKNOWN,Highway A
71,2025-10-20 22:31:19,Car,77.81,UNKNOWN,Highway A
6,2025-10-20 22:31:20,Car,108.44,UNKNOWN,Highway A
13,2025-10-20 22:31:20,Car,10.48,UNKNOWN,Highway A
20,2025-10-20 22:31:20,Car,11.24,UNKNOWN,Highway A
66,2025-10-20 22:31:20,Car,39.74,UNKNOWN,Highway A
71,2025-10-20 22:31:21,Car,78.16,UNKNOWN,Highway A
9,2025-10-20 22:31:22,Car,10.19,UNKNOWN,Highway A
13,2025-10-20 22:31:22,Car,11.99,UNKNOWN,Highway A
20,2025-10-20 22:31:22,Car,11.99,UNKNOWN,Highway A
66,2025-10-20 22:31:22,Car,42.03,UNKNOWN,Highway A
71,2025-10-20 22:31:23,Car,78.37,UNKNOWN,Highway A
9,2025-10-20 22:31:24,Car,10.19,UNKNOWN,Highway A
13,2025-10-20 22:31:24,Car,11.56,UNKNOWN,Highway A
20,2025-10-20 22:31:24,Car,11.56,UNKNOWN,Highway A
66,2025-10-20 22:31:24,Car,41.64,UNKNOWN,Highway A
71,2025-10-20 22:31:25,Car,79.37,UNKNOWN,Highway A
9,2025-10-20 22:31:26,Car,10.19,UNKNOWN,Highway A
13,2025-10-20 22:31:26,Car,11.99,UNKNOWN,Highway A
20,2025-10-20 22:31:26,Car,11.89,UNKNOWN,Highway A
66,2025-10-20 22:31:26,Car,40.47,UNKNOWN,Highway A
71,2025-10-20 22:31:27,Car,85.55,UNKNOWN,Highway A
9,2025-10-20 22:31:28,Car,10.48,UNKNOWN,Highway A
13,2025-10-20 22:31:28,Car,11.68,UNKNOWN,Highway A
20,2025-10-20 22:31:28,Car,10.32,UNKNOWN,Highway A
66,2025-10-20 22:31:28,Car,36.66,UNKNOWN,Highway A
71,2025-10-20 22:31:29,Car,81.04,UNKNOWN,Highway A
13,2025-10-20 22:31:30,Car,11.39,UNKNOWN,Highway A
66,2025-10-20 22:31:30,Car,36.29,UNKNOWN,Highway A
71,2025-10-20 22:31:31,Car,83.3,UNKNOWN,Highway A
13,2025-10-20 22:31:32,Car,11.59,UNKNOWN,Highway A
66,2025-10-20 22:31:32,Car,33.22,UNKNOWN,Highway A
71,2025-10-20 22:31:33,Car,89.38,UNKNOWN,Highway A
9,2025-10-20 22:31:34,Car,10.48,UNKNOWN,Highway A
13,2025-10-20 22:31:34,Car,13.06,UNKNOWN,Highway A
66,2025-10-20 22:31:34,Car,34.75,UNKNOWN,Highway A
71,2025-10-20 22:31:35,Car,101.19,UNKNOWN,Highway A
9,2025-10-20 22:31:36,Car,10.19,UNKNOWN,Highway A
13,2025-10-20 22:31:36,Car,14.08,UNKNOWN,Highway A
20,2025-10-20 22:31:36,Car,10.32,UNKNOWN,Highway A
51,2025-10-20 22:31:36,Car,10.8,UNKNOWN,Highway A
66,2025-10-20 22:31:36,Car,33.24,UNKNOWN,Highway A
71,2025-10-20 22:31:37,Car,109.59,UNKNOWN,Highway A
9,2025-10-20 22:31:38,Car,11.12,UNKNOWN,Highway A
13,2025-10-20 22:31:38,Car,14.54,UNKNOWN,Highway A
20,2025-10-20 22:31:38,Car,10.69,UNKNOWN,Highway A
51,2025-10-20 22:31:38,Car,10.48,UNKNOWN,Highway A
66,2025-10-20 22:31:38,Car,32.08,UNKNOWN,Highway A
71,2025-10-20 22:31:39,Car,117.22,UNKNOWN,Highway A
9,2025-10-20 22:31:40,Car,10.19,UNKNOWN,Highway A
13,2025-10-20 22:31:40,Car,13.34,UNKNOWN,Highway A
66,2025-10-20 22:31:40,Car,29.79,UNKNOWN,Highway A
71,2025-10-20 22:31:40,Car,114.56,UNKNOWN,Highway A
9,2025-10-20 22:31:41,Car,10.39,UNKNOWN,Highway A
13,2025-10-20 22:31:41,Car,14.08,UNKNOWN,Highway A
51,2025-10-20 22:31:41,Car,10.04,UNKNOWN,Highway A
66,2025-10-20 22:31:42,Car,28.26,UNKNOWN,Highway A
71,2025-10-20 22:31:42,Car,116.17,UNKNOWN,Highway A
9,2025-10-20 22:31:43,Car,10.39,UNKNOWN,Highway A
13,2025-10-20 22:31:43,Car,14.08,UNKNOWN,Highway A
66,2025-10-20 22:31:43,Car,27.11,UNKNOWN,Highway A
71,2025-10-20 22:31:44,Car,115.33,UNKNOWN,Highway A
9,2025-10-20 22:31:45,Car,10.87,UNKNOWN,Highway A
13,2025-10-20 22:31:45,Car,15.58,UNKNOWN,Highway A
20,2025-10-20 22:31:45,Car,10.32,UNKNOWN,Highway A
51,2025-10-20 22:31:45,Car,10.19,UNKNOWN,Highway A
66,2025-10-20 22:31:45,Car,29.03,UNKNOWN,Highway A
71,2025-10-20 22:31:46,Car,120.52,UNKNOWN,Highway A
9,2025-10-20 22:31:46,Car,12.07,UNKNOWN,Highway A
13,2025-10-20 22:31:46,Car,15.88,UNKNOWN,Highway A
20,2025-10-20 22:31:47,Car,10.69,UNKNOWN,Highway A
51,2025-10-20 22:31:47,Car,10.48,UNKNOWN,Highway A
66,2025-10-20 22:31:47,Car,29.4,UNKNOWN,Highway A
71,2025-10-20 22:31:47,Car,117.9,UNKNOWN,Highway A
9,2025-10-20 22:31:48,Car,11.35,UNKNOWN,Highway A
13,2025-10-20 22:31:48,Car,16.64,UNKNOWN,Highway A
20,2025-10-20 22:31:48,Car,11.08,UNKNOWN,Highway A
51,2025-10-20 22:31:48,Car,11.24,UNKNOWN,Highway A
66,2025-10-20 22:31:49,Car,29.03,UNKNOWN,Highway A
71,2025-10-20 22:31:49,Car,112.08,UNKNOWN,Highway A
9,2025-10-20 22:31:50,Car,10.93,UNKNOWN,Highway A
13,2025-10-20 22:31:50,Car,15.13,UNKNOWN,Highway A
51,2025-10-20 22:31:50,Car,10.04,UNKNOWN,Highway A
66,2025-10-20 22:31:50,Car,26.35,UNKNOWN,Highway A
71,2025-10-20 22:31:51,Car,99.01,UNKNOWN,Highway A
9,2025-10-20 22:31:52,Car,11.35,UNKNOWN,Highway A
13,2025-10-20 22:31:52,Car,15.13,UNKNOWN,Highway A
66,2025-10-20 22:31:52,Car,24.82,UNKNOWN,Highway A
71,2025-10-20 22:31:53,Car,89.9,UNKNOWN,Highway A
9,2025-10-20 22:31:54,Car,11.35,UNKNOWN,Highway A
13,2025-10-20 22:31:54,Car,14.83,UNKNOWN,Highway A
51,2025-10-20 22:31:54,Car,10.04,UNKNOWN,Highway A
66,2025-10-20 22:31:54,Car,24.06,UNKNOWN,Highway A
71,2025-10-20 22:31:54,Car,83.41,UNKNOWN,Highway A
9,2025-10-20 22:31:55,Car,12.56,UNKNOWN,Highway A
13,2025-10-20 22:31:55,Car,16.49,UNKNOWN,Highway A
51,2025-10-20 22:31:55,Car,11.48,UNKNOWN,Highway A
66,2025-10-20 22:31:55,Car,24.82,UNKNOWN,Highway A
71,2025-10-20 22:31:56,Car,86.78,UNKNOWN,Highway A
9,2025-10-20 22:31:57,Car,12.33,UNKNOWN,Highway A
13,2025-10-20 22:31:57,Car,17.97,UNKNOWN,Highway A
51,2025-10-20 22:31:57,Car,11.48,UNKNOWN,Highway A
66,2025-10-20 22:31:57,Car,25.61,UNKNOWN,Highway A
71,2025-10-20 22:31:57,Car,85.94,UNKNOWN,Highway A
106,2025-10-20 22:31:58,Car,43.74,UNKNOWN,Highway A
9,2025-10-20 22:31:59,Car,12.56,UNKNOWN,Highway A
13,2025-10-20 22:31:59,Car,18.43,UNKNOWN,Highway A
51,2025-10-20 22:31:59,Car,12.24,UNKNOWN,Highway A
66,2025-10-20 22:31:59,Car,24.82,UNKNOWN,Highway A
71,2025-10-20 22:32:00,Car,81.73,UNKNOWN,Highway A
106,2025-10-20 22:32:00,Car,47.71,UNKNOWN,Highway A
9,2025-10-20 22:32:01,Car,11.59,UNKNOWN,Highway A
13,2025-10-20 22:32:01,Car,17.52,UNKNOWN,Highway A
51,2025-10-20 22:32:01,Car,11.89,UNKNOWN,Highway A
66,2025-10-20 22:32:01,Car,22.91,UNKNOWN,Highway A
71,2025-10-20 22:32:02,Car,73.71,UNKNOWN,Highway A
106,2025-10-20 22:32:02,Car,44.13,UNKNOWN,Highway A
9,2025-10-20 22:32:03,Car,11.59,UNKNOWN,Highway A
13,2025-10-20 22:32:03,Car,17.97,UNKNOWN,Highway A
51,2025-10-20 22:32:03,Car,11.89,UNKNOWN,Highway A
66,2025-10-20 22:32:03,Car,21.0,UNKNOWN,Highway A
71,2025-10-20 22:32:04,Car,67.9,UNKNOWN,Highway A
106,2025-10-20 22:32:05,Car,44.6,UNKNOWN,Highway A
9,2025-10-20 22:32:05,Car,11.59,UNKNOWN,Highway A
13,2025-10-20 22:32:06,Car,18.27,UNKNOWN,Highway A
51,2025-10-20 22:32:06,Car,11.48,UNKNOWN,Highway A
66,2025-10-20 22:32:06,Car,19.48,UNKNOWN,Highway A
71,2025-10-20 22:32:06,Car,63.76,UNKNOWN,Highway A
106,2025-10-20 22:32:07,Car,45.56,UNKNOWN,Highway A
9,2025-10-20 22:32:08,Car,12.59,UNKNOWN,Highway A
13,2025-10-20 22:32:08,Car,20.38,UNKNOWN,Highway A
46,2025-10-20 22:32:08,Car,10.65,UNKNOWN,Highway A
51,2025-10-20 22:32:08,Car,13.0,UNKNOWN,Highway A
66,2025-10-20 22:32:08,Car,21.0,UNKNOWN,Highway A
71,2025-10-20 22:32:09,Car,67.9,UNKNOWN,Highway A
106,2025-10-20 22:32:09,Car,46.68,UNKNOWN,Highway A
9,2025-10-20 22:32:10,Car,12.8,UNKNOWN,Highway A
13,2025-10-20 22:32:10,Car,21.58,UNKNOWN,Highway A
46,2025-10-20 22:32:10,Car,11.24,UNKNOWN,Highway A
51,2025-10-20 22:32:10,Car,13.37,UNKNOWN,Highway A
66,2025-10-20 22:32:11,Car,22.15,UNKNOWN,Highway A
71,2025-10-20 22:32:11,Car,66.65,UNKNOWN,Highway A
106,2025-10-20 22:32:11,Car,45.29,UNKNOWN,Highway A
9,2025-10-20 22:32:12,Car,13.06,UNKNOWN,Highway A
13,2025-10-20 22:32:12,Car,23.07,UNKNOWN,Highway A
46,2025-10-20 22:32:13,Car,12.43,UNKNOWN,Highway A
51,2025-10-20 22:32:13,Car,13.77,UNKNOWN,Highway A
66,2025-10-20 22:32:13,Car,21.38,UNKNOWN,Highway A
71,2025-10-20 22:32:13,Car,64.37,UNKNOWN,Highway A
106,2025-10-20 22:32:14,Car,37.68,UNKNOWN,Highway A
9,2025-10-20 22:32:15,Car,11.86,UNKNOWN,Highway A
13,2025-10-20 22:32:15,Car,21.87,UNKNOWN,Highway A
46,2025-10-20 22:32:15,Car,12.13,UNKNOWN,Highway A
51,2025-10-20 22:32:15,Car,12.65,UNKNOWN,Highway A
66,2025-10-20 22:32:15,Car,20.24,UNKNOWN,Highway A
71,2025-10-20 22:32:16,Car,57.87,UNKNOWN,Highway A
106,2025-10-20 22:32:16,Car,34.06,UNKNOWN,Highway A
9,2025-10-20 22:32:17,Car,12.59,UNKNOWN,Highway A
13,2025-10-20 22:32:17,Car,20.84,UNKNOWN,Highway A
46,2025-10-20 22:32:17,Car,12.13,UNKNOWN,Highway A
51,2025-10-20 22:32:17,Car,11.89,UNKNOWN,Highway A
66,2025-10-20 22:32:17,Car,18.71,UNKNOWN,Highway A
71,2025-10-20 22:32:18,Car,54.07,UNKNOWN,Highway A
106,2025-10-20 22:32:19,Car,30.09,UNKNOWN,Highway A
9,2025-10-20 22:32:19,Car,12.59,UNKNOWN,Highway A
13,2025-10-20 22:32:20,Car,21.58,UNKNOWN,Highway A
46,2025-10-20 22:32:20,Car,11.39,UNKNOWN,Highway A
51,2025-10-20 22:32:20,Car,11.89,UNKNOWN,Highway A
66,2025-10-20 22:32:20,Car,17.98,UNKNOWN,Highway A
71,2025-10-20 22:32:20,Car,50.96,UNKNOWN,Highway A
106,2025-10-20 22:32:21,Car,27.52,UNKNOWN,Highway A
9,2025-10-20 22:32:22,Car,14.27,UNKNOWN,Highway A
13,2025-10-20 22:32:22,Car,23.25,UNKNOWN,Highway A
46,2025-10-20 22:32:22,Car,12.43,UNKNOWN,Highway A
51,2025-10-20 22:32:22,Car,13.37,UNKNOWN,Highway A
66,2025-10-20 22:32:22,Car,19.11,UNKNOWN,Highway A
71,2025-10-20 22:32:22,Car,53.95,UNKNOWN,Highway A
106,2025-10-20 22:32:23,Car,28.94,UNKNOWN,Highway A
9,2025-10-20 22:32:24,Car,14.54,UNKNOWN,Highway A
13,2025-10-20 22:32:24,Car,25.02,UNKNOWN,Highway A
46,2025-10-20 22:32:24,Car,12.88,UNKNOWN,Highway A
51,2025-10-20 22:32:24,Car,13.77,UNKNOWN,Highway A
66,2025-10-20 22:32:24,Car,19.87,UNKNOWN,Highway A
71,2025-10-20 22:32:25,Car,53.24,UNKNOWN,Highway A
106,2025-10-20 22:32:25,Car,29.23,UNKNOWN,Highway A
9,2025-10-20 22:32:26,Car,15.0,UNKNOWN,Highway A
13,2025-10-20 22:32:26,Car,26.51,UNKNOWN,Highway A
46,2025-10-20 22:32:26,Car,13.18,UNKNOWN,Highway A
51,2025-10-20 22:32:27,Car,14.17,UNKNOWN,Highway A
66,2025-10-20 22:32:27,Car,20.27,UNKNOWN,Highway A
71,2025-10-20 22:32:27,Car,52.42,UNKNOWN,Highway A
106,2025-10-20 22:32:28,Car,28.29,UNKNOWN,Highway A
9,2025-10-20 22:32:28,Car,14.27,UNKNOWN,Highway A
13,2025-10-20 22:32:29,Car,24.86,UNKNOWN,Highway A
46,2025-10-20 22:32:29,Car,12.59,UNKNOWN,Highway A
51,2025-10-20 22:32:29,Car,13.41,UNKNOWN,Highway A
66,2025-10-20 22:32:29,Car,17.95,UNKNOWN,Highway A
71,2025-10-20 22:32:29,Car,47.09,UNKNOWN,Highway A
106,2025-10-20 22:32:30,Car,25.21,UNKNOWN,Highway A
9,2025-10-20 22:32:31,Car,13.8,UNKNOWN,Highway A
13,2025-10-20 22:32:31,Car,25.61,UNKNOWN,Highway A
46,2025-10-20 22:32:31,Car,12.59,UNKNOWN,Highway A
51,2025-10-20 22:32:31,Car,13.83,UNKNOWN,Highway A
66,2025-10-20 22:32:31,Car,16.04,UNKNOWN,Highway A
71,2025-10-20 22:32:31,Car,44.46,UNKNOWN,Highway A
106,2025-10-20 22:32:32,Car,23.84,UNKNOWN,Highway A
9,2025-10-20 22:32:33,Car,13.8,UNKNOWN,Highway A
13,2025-10-20 22:32:33,Car,25.61,UNKNOWN,Highway A
46,2025-10-20 22:32:33,Car,11.99,UNKNOWN,Highway A
51,2025-10-20 22:32:33,Car,13.83,UNKNOWN,Highway A
66,2025-10-20 22:32:33,Car,15.66,UNKNOWN,Highway A
71,2025-10-20 22:32:34,Car,42.59,UNKNOWN,Highway A
106,2025-10-20 22:32:34,Car,26.81,UNKNOWN,Highway A
9,2025-10-20 22:32:35,Car,15.0,UNKNOWN,Highway A
13,2025-10-20 22:32:35,Car,28.31,UNKNOWN,Highway A
46,2025-10-20 22:32:35,Car,13.07,UNKNOWN,Highway A
51,2025-10-20 22:32:36,Car,15.35,UNKNOWN,Highway A
66,2025-10-20 22:32:36,Car,15.66,UNKNOWN,Highway A
71,2025-10-20 22:32:36,Car,45.63,UNKNOWN,Highway A
106,2025-10-20 22:32:37,Car,29.94,UNKNOWN,Highway A
9,2025-10-20 22:32:38,Car,15.47,UNKNOWN,Highway A
13,2025-10-20 22:32:38,Car,30.7,UNKNOWN,Highway A
46,2025-10-20 22:32:38,Car,13.5,UNKNOWN,Highway A
51,2025-10-20 22:32:38,Car,16.87,UNKNOWN,Highway A
66,2025-10-20 22:32:38,Car,16.06,UNKNOWN,Highway A
71,2025-10-20 22:32:38,Car,44.46,UNKNOWN,Highway A
106,2025-10-20 22:32:39,Car,33.6,UNKNOWN,Highway A
9,2025-10-20 22:32:40,Car,16.49,UNKNOWN,Highway A
13,2025-10-20 22:32:40,Car,32.65,UNKNOWN,Highway A
46,2025-10-20 22:32:40,Car,15.35,UNKNOWN,Highway A
51,2025-10-20 22:32:40,Car,17.22,UNKNOWN,Highway A
66,2025-10-20 22:32:40,Car,16.42,UNKNOWN,Highway A
71,2025-10-20 22:32:41,Car,43.7,UNKNOWN,Highway A
106,2025-10-20 22:32:42,Car,34.8,UNKNOWN,Highway A
9,2025-10-20 22:32:42,Car,15.0,UNKNOWN,Highway A
13,2025-10-20 22:32:43,Car,31.01,UNKNOWN,Highway A
46,2025-10-20 22:32:43,Car,14.26,UNKNOWN,Highway A
51,2025-10-20 22:32:43,Car,15.77,UNKNOWN,Highway A
66,2025-10-20 22:32:43,Car,14.51,UNKNOWN,Highway A
71,2025-10-20 22:32:43,Car,39.13,UNKNOWN,Highway A
106,2025-10-20 22:32:44,Car,33.82,UNKNOWN,Highway A
9,2025-10-20 22:32:45,Car,15.0,UNKNOWN,Highway A
13,2025-10-20 22:32:45,Car,30.86,UNKNOWN,Highway A
